合约代码,开盘价,最高价,最低价,收盘价,前结算价,结算价,涨跌1,涨跌2,成交量,持仓量,持仓量变化,成交额,德尔塔,行权量,trade_date
cu2504C64000,,,,13020.0,13010.0,13020.0,10.0,10.0,0,2,0,0.0,1.0,0,20250303
cu2504C65000,,,,12020.0,12010.0,12020.0,10.0,10.0,0,0,0,0.0,1.0,0,20250303
cu2504C66000,,,,11020.0,11010.0,11020.0,10.0,10.0,0,0,0,0.0,1.0,0,20250303
cu2504C67000,,,,10020.0,10010.0,10020.0,10.0,10.0,0,0,0,0.0,1.0,0,20250303
cu2504C68000,,,,9020.0,9010.0,9020.0,10.0,10.0,0,27,-29,0.0,1.0,29,20250303
cu2504C69000,8250,8250,8078,8082.0,8010.0,8020.0,72.0,10.0,18,93,-15,72.883,1.0,7,20250303
cu2504C70000,6802,7206,6802,7118.0,7010.0,7020.0,108.0,10.0,4,256,-2,14.166,0.999973,0,20250303
cu2504C71000,5722,6208,5716,6190.0,6012.0,6020.0,178.0,8.0,7,338,0,20.495,0.996055,0,20250303
cu2504C72000,,,,5030.0,5024.0,5030.0,6.0,6.0,0,289,0,0.0,0.984795,0,20250303
cu2504C73000,3842,4240,3714,4240.0,4058.0,4060.0,182.0,2.0,9,185,-2,17.644,0.957227,0,20250303
cu2504C74000,3062,3366,2774,3124.0,3140.0,3132.0,-16.0,-8.0,104,1212,-52,159.145,0.900645,0,20250303
cu2504C75000,2148,2460,1892,2242.0,2302.0,2284.0,-60.0,-18.0,89,907,1,95.241,0.804703,0,20250303
cu2504C76000,1346,1634,1154,1420.0,1582.0,1554.0,-162.0,-28.0,231,1385,13,160.507,0.669348,0,20250303
cu2504C77000,750,944,628,802.0,1008.0,976.0,-206.0,-32.0,3057,3713,182,1171.249,0.50918,0,20250303
cu2504C78000,424,530,352,448.0,592.0,562.0,-144.0,-30.0,4154,2446,218,908.789,0.349647,0,20250303
cu2504C79000,258,310,202,264.0,318.0,292.0,-54.0,-26.0,2443,1822,69,306.666,0.214787,0,20250303
cu2504C80000,166,192,132,158.0,154.0,136.0,4.0,-18.0,6074,4568,-406,489.413,0.117274,0,20250303
cu2504C82000,70,76,52,68.0,26.0,20.0,42.0,-6.0,2322,2291,88,72.473,0.023963,0,20250303
cu2504C84000,34,36,24,32.0,2.0,2.0,30.0,0.0,1015,1451,-4,15.101,0.003041,0,20250303
cu2504C86000,20,22,14,20.0,2.0,2.0,18.0,0.0,636,730,-45,5.63,0.000232,0,20250303
cu2504C88000,16,16,12,14.0,2.0,2.0,12.0,0.0,300,545,2,2.172,1e-05,0,20250303
cu2504C90000,16,18,8,10.0,2.0,2.0,8.0,0.0,455,1297,-96,2.575,0.0,0,20250303
cu2504P64000,6,6,4,4.0,2.0,2.0,2.0,0.0,53,443,-2,0.156,-1e-06,0,20250303
cu2504P65000,8,8,2,6.0,2.0,2.0,4.0,0.0,61,138,-12,0.133,-1e-06,0,20250303
cu2504P66000,10,10,8,8.0,2.0,2.0,6.0,0.0,7,328,1,0.029,-1e-06,0,20250303
cu2504P67000,10,14,8,10.0,2.0,2.0,8.0,0.0,325,296,-17,1.487,-4e-06,0,20250303
cu2504P68000,14,16,8,10.0,2.0,2.0,8.0,0.0,416,284,-4,2.593,-3.3e-05,0,20250303
cu2504P69000,14,20,10,12.0,2.0,2.0,10.0,0.0,271,462,-9,1.918,-0.000216,0,20250303
cu2504P70000,22,30,12,16.0,2.0,2.0,14.0,0.0,846,1398,-155,9.194,-0.001117,0,20250303
cu2504P71000,30,40,20,24.0,4.0,2.0,20.0,-2.0,309,936,-20,4.275,-0.004597,0,20250303
cu2504P72000,42,62,32,36.0,16.0,12.0,20.0,-4.0,1871,3733,168,42.949,-0.015391,0,20250303
cu2504P73000,70,92,50,56.0,52.0,42.0,4.0,-10.0,1707,1162,-7,54.656,-0.042599,0,20250303
cu2504P74000,128,152,78,90.0,132.0,114.0,-42.0,-18.0,4561,2659,-164,256.463,-0.098917,0,20250303
cu2504P75000,204,266,150,178.0,294.0,266.0,-116.0,-28.0,7785,4198,265,802.337,-0.194678,0,20250303
cu2504P76000,426,518,294,348.0,572.0,534.0,-224.0,-38.0,5882,3447,458,1154.135,-0.329929,0,20250303
cu2504P77000,840,990,616,726.0,998.0,956.0,-272.0,-42.0,3438,3100,260,1296.001,-0.490062,0,20250303
cu2504P78000,1460,1698,1190,1352.0,1580.0,1540.0,-228.0,-40.0,420,1270,93,293.857,-0.649625,0,20250303
cu2504P79000,2284,2560,1982,2190.0,2306.0,2270.0,-116.0,-36.0,87,299,-2,99.466,-0.784581,0,20250303
cu2504P80000,3202,3470,2854,3088.0,3142.0,3114.0,-54.0,-28.0,125,1032,-3,201.59,-0.882258,0,20250303
cu2504P82000,5120,5282,4756,5012.0,5014.0,4998.0,-2.0,-16.0,21,102,-4,52.407,-0.976124,0,20250303
cu2504P84000,7260,7358,6844,6982.0,6990.0,6980.0,-8.0,-10.0,15,66,-5,53.232,-0.997915,0,20250303
cu2504P86000,9268,9268,8756,8906.0,8990.0,8980.0,-84.0,-10.0,10,83,0,44.686,-1.000001,0,20250303
cu2504P88000,11298,11298,11298,11298.0,10990.0,10980.0,308.0,-10.0,1,83,1,5.649,-1.000001,0,20250303
cu2504P90000,,,,12980.0,12990.0,12980.0,-10.0,-10.0,0,147,0,0.0,-1.000001,0,20250303
cu2505C64000,,,,13120.0,13120.0,13120.0,0.0,0.0,0,0,0,0.0,1.0,0,20250303
cu2505C65000,,,,12120.0,12120.0,12120.0,0.0,0.0,0,1,0,0.0,1.0,0,20250303
cu2505C66000,,,,11120.0,11120.0,11120.0,0.0,0.0,0,0,0,0.0,1.0,0,20250303
cu2505C67000,,,,10120.0,10120.0,10120.0,0.0,0.0,0,0,0,0.0,0.999431,0,20250303
cu2505C68000,,,,9122.0,9122.0,9122.0,0.0,0.0,0,3,0,0.0,0.994644,0,20250303
cu2505C69000,,,,8132.0,8132.0,8132.0,0.0,0.0,0,33,0,0.0,0.986149,0,20250303
cu2505C70000,7104,7204,6894,7202.0,7156.0,7156.0,46.0,0.0,10,76,7,35.303,0.971459,0,20250303
cu2505C71000,5956,6226,5956,6222.0,6200.0,6200.0,22.0,0.0,5,89,5,15.426,0.947548,0,20250303
cu2505C72000,5178,5488,5178,5488.0,5276.0,5278.0,212.0,2.0,2,56,1,5.333,0.911328,0,20250303
cu2505C73000,4142,4454,4142,4334.0,4398.0,4402.0,-64.0,4.0,35,91,-6,76.505,0.860398,0,20250303
cu2505C74000,3330,3564,3104,3520.0,3584.0,3586.0,-64.0,2.0,50,187,-6,85.97,0.79384,0,20250303
cu2505C75000,2526,2818,2464,2578.0,2844.0,2848.0,-266.0,4.0,87,281,51,118.047,0.712754,0,20250303
cu2505C76000,1840,2076,1676,1892.0,2194.0,2198.0,-302.0,4.0,64,278,-13,62.664,0.620323,0,20250303
cu2505C77000,1322,1498,1232,1328.0,1646.0,1650.0,-318.0,4.0,207,410,0,135.87,0.521419,0,20250303
cu2505C78000,930,1052,844,914.0,1196.0,1200.0,-282.0,4.0,192,600,-7,90.3,0.422696,0,20250303
cu2505C79000,612,730,588,638.0,840.0,842.0,-202.0,2.0,77,437,13,25.512,0.329669,0,20250303
cu2505C80000,478,520,408,434.0,566.0,570.0,-132.0,4.0,336,763,16,77.999,0.246639,0,20250303
cu2505C82000,266,282,230,240.0,236.0,238.0,4.0,2.0,245,997,39,30.769,0.122959,0,20250303
cu2505C84000,170,176,142,148.0,84.0,84.0,64.0,0.0,401,792,191,32.2,0.051912,0,20250303
cu2505C86000,120,122,104,108.0,26.0,26.0,82.0,0.0,169,452,15,9.419,0.018527,0,20250303
cu2505C88000,86,88,72,80.0,6.0,6.0,74.0,0.0,123,454,29,4.972,0.005622,0,20250303
cu2505C90000,58,62,54,60.0,2.0,2.0,58.0,0.0,124,406,36,3.617,0.001478,0,20250303
cu2505P64000,,,,2.0,2.0,2.0,0.0,0.0,0,87,0,0.0,-0.000134,0,20250303
cu2505P65000,,,,2.0,2.0,2.0,0.0,0.0,0,82,0,0.0,-0.000416,0,20250303
cu2505P66000,34,34,34,34.0,2.0,2.0,32.0,0.0,1,40,0,0.017,-0.001163,0,20250303
cu2505P67000,34,38,28,28.0,2.0,2.0,26.0,0.0,47,118,-3,0.797,-0.002958,0,20250303
cu2505P68000,42,46,30,30.0,8.0,8.0,22.0,0.0,126,211,20,2.383,-0.006866,0,20250303
cu2505P69000,56,60,38,40.0,20.0,20.0,20.0,0.0,209,327,-5,5.225,-0.01462,0,20250303
cu2505P70000,74,84,54,58.0,44.0,44.0,14.0,0.0,221,739,46,7.327,-0.028683,0,20250303
cu2505P71000,94,108,72,76.0,88.0,88.0,-12.0,0.0,165,341,-24,7.655,-0.052072,0,20250303
cu2505P72000,136,162,104,114.0,164.0,164.0,-50.0,0.0,293,949,-13,19.141,-0.087869,0,20250303
cu2505P73000,204,240,158,172.0,286.0,288.0,-114.0,2.0,384,652,-10,36.47,-0.138465,0,20250303
cu2505P74000,320,372,252,280.0,468.0,472.0,-188.0,4.0,379,509,20,57.453,-0.204773,0,20250303
cu2505P75000,638,638,428,460.0,728.0,732.0,-268.0,4.0,261,425,72,65.332,-0.285686,0,20250303
cu2505P76000,820,934,692,740.0,1076.0,1080.0,-336.0,4.0,250,547,52,98.008,-0.378016,0,20250303
cu2505P77000,1262,1432,1088,1172.0,1526.0,1530.0,-354.0,4.0,167,495,62,98.938,-0.476875,0,20250303
cu2505P78000,1870,2044,1678,1758.0,2074.0,2078.0,-316.0,4.0,54,295,19,48.684,-0.575619,0,20250303
cu2505P79000,2650,2830,2348,2496.0,2716.0,2720.0,-220.0,4.0,28,109,0,36.316,-0.668733,0,20250303
cu2505P80000,3582,3656,3214,3288.0,3442.0,3444.0,-154.0,2.0,17,99,14,28.646,-0.751918,0,20250303
cu2505P82000,5064,5078,5064,5078.0,5108.0,5110.0,-30.0,2.0,6,113,2,15.214,-0.876081,0,20250303
cu2505P84000,7284,7406,7284,7406.0,6954.0,6956.0,452.0,2.0,7,63,0,25.476,-0.947886,0,20250303
cu2505P86000,9174,9302,9174,9302.0,8896.0,8898.0,406.0,2.0,2,127,1,9.238,-0.98232,0,20250303
cu2505P88000,10978,11256,10972,11256.0,10880.0,10880.0,376.0,0.0,137,137,-64,763.764,-0.996577,0,20250303
cu2505P90000,,,,12880.0,12880.0,12880.0,0.0,0.0,0,87,0,0.0,-1.000001,0,20250303
cu2506C64000,,,,13090.0,13120.0,13090.0,-30.0,-30.0,0,1,0,0.0,0.999999,0,20250303
cu2506C65000,,,,12090.0,12120.0,12090.0,-30.0,-30.0,0,0,0,0.0,0.998755,0,20250303
cu2506C66000,,,,11094.0,11124.0,11094.0,-30.0,-30.0,0,0,0,0.0,0.993194,0,20250303
cu2506C67000,,,,10106.0,10136.0,10106.0,-30.0,-30.0,0,0,0,0.0,0.985006,0,20250303
cu2506C68000,,,,9130.0,9160.0,9130.0,-30.0,-30.0,0,1,0,0.0,0.972612,0,20250303
cu2506C69000,,,,8172.0,8200.0,8172.0,-28.0,-28.0,0,1,0,0.0,0.954586,0,20250303
cu2506C70000,,,,7238.0,7264.0,7238.0,-26.0,-26.0,0,9,0,0.0,0.929549,0,20250303
cu2506C71000,,,,6336.0,6362.0,6336.0,-26.0,-26.0,0,4,0,0.0,0.895809,0,20250303
cu2506C72000,5096,5616,5096,5616.0,5500.0,5474.0,116.0,-26.0,4,28,0,10.712,0.852942,0,20250303
cu2506C73000,4612,4612,4612,4612.0,4688.0,4666.0,-76.0,-22.0,2,27,2,4.612,0.800394,0,20250303
